5,890625
4,1640625
7,97265625
4,21484375
5,9921875
1,87890625
5,28125
3,40234375
7,87109375
4,9765625
7,16015625
2,58984375
5,12890625
2,69140625
7,26171875
5,12890625
8,125
3,70703125
5,5859375
2,28515625
6,44921875
4,72265625
8,58203125
4,7734375
6,55078125
2,4375
5,83984375
3,9609375
8,4296875
5,53515625
7,66796875
3,1484375
5,6875
3,19921875
7,76953125
5,6875
8,6328125
4,21484375
6,09375
2,7421875
6,95703125
5,23046875
9,0390625
5,28125
7,0078125
2,89453125
6,296875
4,41796875
8,8359375
5,94140625
8,125
3,5546875
6,09375
3,60546875
8,17578125
6,04296875
8,98828125
4,5703125
6,44921875
3,09765625
7,26171875
5,53515625
9,34375
5,5859375
7,3125
3,1484375
6,55078125
4,671875
9,140625
6,1953125
8,328125
3,80859375
6,296875
3,80859375
8,37890625
6,24609375
9,140625
4,72265625
6,6015625
3,25
7,4140625
5,6875
9,4453125
